collation_name;column_name;default_expr;formatted_type;generated_kind;identity_kind;not_null;object_name;object_type;ordinal_position;schema_name;type_name;type_schema
;details;'{}'::jsonb;jsonb;;;false;automation_cron_runs;BASE TABLE;11;public;jsonb;pg_catalog
pg_catalog.default;error;;text;;;false;automation_cron_runs;BASE TABLE;12;public;text;pg_catalog
;found_count;0;integer;;;false;automation_cron_runs;BASE TABLE;13;public;int4;pg_catalog
;eligible_count;0;integer;;;false;automation_cron_runs;BASE TABLE;14;public;int4;pg_catalog
;processed_appointments;'[]'::jsonb;jsonb;;;false;automation_cron_runs;BASE TABLE;15;public;jsonb;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_dispatches;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_dispatches;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;automation_type;;text;;;true;automation_dispatches;BASE TABLE;3;public;text;pg_catalog
;appointment_id;;uuid;;;false;automation_dispatches;BASE TABLE;4;public;uuid;pg_catalog
;customer_id;;uuid;;;false;automation_dispatches;BASE TABLE;5;public;uuid;pg_catalog
;scheduled_for;;timestamp with time zone;;;false;automation_dispatches;BASE TABLE;6;public;timestamptz;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;automation_dispatches;BASE TABLE;7;public;text;pg_catalog
;sent_at;;timestamp with time zone;;;false;automation_dispatches;BASE TABLE;8;public;timestamptz;pg_catalog
pg_catalog.default;unique_key;;text;;;false;automation_dispatches;BASE TABLE;9;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;automation_dispatches;BASE TABLE;10;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_interaction_events;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_interaction_events;BASE TABLE;2;public;uuid;pg_catalog
;interaction_id;;uuid;;;false;automation_interaction_events;BASE TABLE;3;public;uuid;pg_catalog
;dispatch_id;;uuid;;;false;automation_interaction_events;BASE TABLE;4;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;automation_interaction_events;BASE TABLE;5;public;uuid;pg_catalog
;customer_id;;uuid;;;false;automation_interaction_events;BASE TABLE;6;public;uuid;pg_catalog
pg_catalog.default;customer_phone;;text;;;false;automation_interaction_events;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;workflow_key;;text;;;false;automation_interaction_events;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;event_type;;text;;;true;automation_interaction_events;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;response_text;;text;;;false;automation_interaction_events;BASE TABLE;10;public;text;pg_catalog
;response_time_ms;;integer;;;false;automation_interaction_events;BASE TABLE;11;public;int4;pg_catalog
pg_catalog.default;ip;;text;;;false;automation_interaction_events;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;source;;text;;;false;automation_interaction_events;BASE TABLE;13;public;text;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;true;automation_interaction_events;BASE TABLE;14;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;automation_interaction_events;BASE TABLE;15;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_interactions;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_interactions;BASE TABLE;2;public;uuid;pg_catalog
;automation_template_id;;uuid;;;false;automation_interactions;BASE TABLE;3;public;uuid;pg_catalog
;automation_id;;uuid;;;false;automation_interactions;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;button_title;;text;;;true;automation_interactions;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;button_icon;;text;;;false;automation_interactions;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;button_color;'gray'::text;text;;;false;automation_interactions;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;action_type;;text;;;true;automation_interactions;BASE TABLE;8;public;text;pg_catalog
;action_payload;'{}'::jsonb;jsonb;;;true;automation_interactions;BASE TABLE;9;public;jsonb;pg_catalog
pg_catalog.default;success_message;;text;;;false;automation_interactions;BASE TABLE;10;public;text;pg_catalog
;conditions;'[]'::jsonb;jsonb;;;true;automation_interactions;BASE TABLE;11;public;jsonb;pg_catalog
;display_order;0;integer;;;true;automation_interactions;BASE TABLE;12;public;int4;pg_catalog
;active;true;boolean;;;true;automation_interactions;BASE TABLE;13;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;true;automation_interactions;BASE TABLE;14;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;automation_interactions;BASE TABLE;15;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_logs;BASE TABLE;1;public;uuid;pg_catalog
;automation_id;;uuid;;;false;automation_logs;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_logs;BASE TABLE;3;public;uuid;pg_catalog
;customer_id;;uuid;;;false;automation_logs;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;status;;text;;;true;automation_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;provider;;text;;;false;automation_logs;BASE TABLE;6;public;text;pg_catalog
;response;;jsonb;;;false;automation_logs;BASE TABLE;7;public;jsonb;pg_catalog
;sent_at;now();timestamp with time zone;;;true;automation_logs;BASE TABLE;8;public;timestamptz;pg_catalog
;barber_id;;uuid;;;false;automation_logs;BASE TABLE;9;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;automation_logs;BASE TABLE;10;public;uuid;pg_catalog
pg_catalog.default;message_type;;text;;;false;automation_logs;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;automation_logs;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;automation_logs;BASE TABLE;13;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;automation_logs;BASE TABLE;14;public;timestamptz;pg_catalog
pg_catalog.default;original_template;;text;;;false;automation_logs;BASE TABLE;15;public;text;pg_catalog
pg_catalog.default;processed_template;;text;;;false;automation_logs;BASE TABLE;16;public;text;pg_catalog
pg_catalog.default;direction;'outgoing'::text;text;;;false;automation_logs;BASE TABLE;17;public;text;pg_catalog
pg_catalog.default;option_id;;text;;;false;automation_logs;BASE TABLE;18;public;text;pg_catalog
;payload;;jsonb;;;false;automation_logs;BASE TABLE;19;public;jsonb;pg_catalog
;conversation_id;;uuid;;;false;automation_logs;BASE TABLE;20;public;uuid;pg_catalog
;received_at;;timestamp with time zone;;;false;automation_logs;BASE TABLE;21;public;timestamptz;pg_catalog
;metadata;;jsonb;;;false;automation_logs;BASE TABLE;22;public;jsonb;pg_catalog
pg_catalog.default;webhook_type;;text;;;false;automation_logs;BASE TABLE;23;public;text;pg_catalog
pg_catalog.default;selected_option_raw;;text;;;false;automation_logs;BASE TABLE;24;public;text;pg_catalog
pg_catalog.default;selected_option_normalized;;text;;;false;automation_logs;BASE TABLE;25;public;text;pg_catalog
pg_catalog.default;state_before;;text;;;false;automation_logs;BASE TABLE;26;public;text;pg_catalog
pg_catalog.default;state_after;;text;;;false;automation_logs;BASE TABLE;27;public;text;pg_catalog
pg_catalog.default;action;;text;;;false;automation_logs;BASE TABLE;28;public;text;pg_catalog
pg_catalog.default;message_sent;;text;;;false;automation_logs;BASE TABLE;29;public;text;pg_catalog
;zapi_response;;jsonb;;;false;automation_logs;BASE TABLE;30;public;jsonb;pg_catalog
;appointment_group_id;;uuid;;;false;automation_logs;BASE TABLE;31;public;uuid;pg_catalog
pg_catalog.default;idempotency_key;;text;;;false;automation_logs;BASE TABLE;32;public;text;pg_catalog
pg_catalog.default;provider_message_id;;text;;;false;automation_logs;BASE TABLE;33;public;text;pg_catalog
;callback_received;false;boolean;;;false;automation_logs;BASE TABLE;34;public;bool;pg_catalog
;callback_received_at;;timestamp with time zone;;;false;automation_logs;BASE TABLE;35;public;timestamptz;pg_catalog
pg_catalog.default;button_id;;text;;;false;automation_logs;BASE TABLE;36;public;text;pg_catalog
pg_catalog.default;final_status;;text;;;false;automation_logs;BASE TABLE;37;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_queue;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_queue;BASE TABLE;2;public;uuid;pg_catalog
;automation_id;;uuid;;;false;automation_queue;BASE TABLE;3;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;automation_queue;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;automation_queue;BASE TABLE;5;public;text;pg_catalog
;payload;;jsonb;;;false;automation_queue;BASE TABLE;6;public;jsonb;pg_catalog
pg_catalog.default;error_message;;text;;;false;automation_queue;BASE TABLE;7;public;text;pg_catalog
;attempts;0;integer;;;false;automation_queue;BASE TABLE;8;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;false;automation_queue;BASE TABLE;9;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;automation_queue;BASE TABLE;10;public;timestamptz;pg_catalog
pg_catalog.default;idempotency_key;;text;;;false;automation_queue;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;event_name;;text;;;false;automation_queue;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;workflow_key;;text;;;false;automation_queue;BASE TABLE;13;public;text;pg_catalog
;scheduled_for;;timestamp with time zone;;;false;automation_queue;BASE TABLE;14;public;timestamptz;pg_catalog
;customer_id;;uuid;;;false;automation_queue;BASE TABLE;15;public;uuid;pg_catalog
;reference_year;;integer;;;false;automation_queue;BASE TABLE;16;public;int4;pg_catalog
;retry_count;0;integer;;;false;automation_queue;BASE TABLE;17;public;int4;pg_catalog
;last_retry_at;;timestamp with time zone;;;false;automation_queue;BASE TABLE;18;public;timestamptz;pg_catalog
;next_retry_at;;timestamp with time zone;;;false;automation_queue;BASE TABLE;19;public;timestamptz;pg_catalog
pg_catalog.default;automation_type;;text;;;false;automation_queue;BASE TABLE;20;public;text;pg_catalog
;processed_at;;timestamp with time zone;;;false;automation_queue;BASE TABLE;21;public;timestamptz;pg_catalog
;appointment_group_id;;uuid;;;false;automation_queue;BASE TABLE;22;public;uuid;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_reconciliation_settings;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;automation_reconciliation_settings;BASE TABLE;2;public;uuid;pg_catalog
;reconciliation_interval_minutes;15;integer;;;false;automation_reconciliation_settings;BASE TABLE;3;public;int4;pg_catalog
;pending_callback_alert_threshold;10;integer;;;false;automation_reconciliation_settings;BASE TABLE;4;public;int4;pg_catalog
;not_found_alert_threshold;5;integer;;;false;automation_reconciliation_settings;BASE TABLE;5;public;int4;pg_catalog
;alert_period_hours;24;integer;;;false;automation_reconciliation_settings;BASE TABLE;6;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;false;automation_reconciliation_settings;BASE TABLE;7;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;automation_reconciliation_settings;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_send_history;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;automation_send_history;BASE TABLE;2;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;automation_send_history;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;automation_name;;text;;;false;automation_send_history;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;event_name;;text;;;false;automation_send_history;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;source;;text;;;false;automation_send_history;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;channel;'whatsapp'::text;text;;;false;automation_send_history;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;automation_send_history;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;status;;text;;;false;automation_send_history;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;provider_message_id;;text;;;false;automation_send_history;BASE TABLE;10;public;text;pg_catalog
;payload;;jsonb;;;false;automation_send_history;BASE TABLE;11;public;jsonb;pg_catalog
;zapi_response;;jsonb;;;false;automation_send_history;BASE TABLE;12;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;true;automation_send_history;BASE TABLE;13;public;timestamptz;pg_catalog
;conversation_created;false;boolean;;;false;automation_send_history;BASE TABLE;14;public;bool;pg_catalog
;conversation_id;;uuid;;;false;automation_send_history;BASE TABLE;15;public;uuid;pg_catalog
pg_catalog.default;conversation_error;;text;;;false;automation_send_history;BASE TABLE;16;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_status;BASE TABLE;1;public;uuid;pg_catalog
;last_run_at;now();timestamp with time zone;;;false;automation_status;BASE TABLE;2;public;timestamptz;pg_catalog
pg_catalog.default;status;'active'::text;text;;;false;automation_status;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;last_error;;text;;;false;automation_status;BASE TABLE;4;public;text;pg_catalog
;total_processed;0;integer;;;false;automation_status;BASE TABLE;5;public;int4;pg_catalog
;messages_sent;0;integer;;;false;automation_status;BASE TABLE;6;public;int4;pg_catalog
;messages_failed;0;integer;;;false;automation_status;BASE TABLE;7;public;int4;pg_catalog
;server_time;now();timestamp with time zone;;;false;automation_status;BASE TABLE;8;public;timestamptz;pg_catalog
pg_catalog.default;timezone;'America/Sao_Paulo'::text;text;;;false;automation_status;BASE TABLE;9;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_templates;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_templates;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;name;;text;;;true;automation_templates;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;key;;text;;;true;automation_templates;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;trigger_event;;text;;;true;automation_templates;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;channel;'whatsapp'::text;text;;;true;automation_templates;BASE TABLE;6;public;text;pg_catalog
;active;true;boolean;;;false;automation_templates;BASE TABLE;7;public;bool;pg_catalog
pg_catalog.default;template;;text;;;true;automation_templates;BASE TABLE;8;public;text;pg_catalog
;buttons;'[]'::jsonb;jsonb;;;false;automation_templates;BASE TABLE;9;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;false;automation_templates;BASE TABLE;10;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;automation_templates;BASE TABLE;11;public;timestamptz;pg_catalog
;last_notified_at;;timestamp with time zone;;;false;automation_templates;BASE TABLE;12;public;timestamptz;pg_catalog
pg_catalog.default;reprocessing_status;'idle'::text;text;;;false;automation_templates;BASE TABLE;13;public;text;pg_catalog
;last_reprocessed_at;;timestamp with time zone;;;false;automation_templates;BASE TABLE;14;public;timestamptz;pg_catalog
;reprocessing_attempts;0;integer;;;false;automation_templates;BASE TABLE;15;public;int4;pg_catalog
;reprocessing_history;'[]'::jsonb;jsonb;;;false;automation_templates;BASE TABLE;16;public;jsonb;pg_catalog
;reprocessing_config;"'{""max_retries"": 3, ""backoff_factor"": 2}'::jsonb";jsonb;;;false;automation_templates;BASE TABLE;17;public;jsonb;pg_catalog
;requires_callback;false;boolean;;;false;automation_templates;BASE TABLE;18;public;bool;pg_catalog
;additional_templates;'{}'::jsonb;jsonb;;;false;automation_templates;BASE TABLE;19;public;jsonb;pg_catalog
;wait_response_timeout_minutes;;integer;;;false;automation_templates;BASE TABLE;20;public;int4;pg_catalog
;wait_timeout_interaction_id;;uuid;;;false;automation_templates;BASE TABLE;21;public;uuid;pg_catalog
pg_catalog.default;recipient;'customer'::text;text;;;true;automation_templates;BASE TABLE;22;public;text;pg_catalog
pg_catalog.default;category;'agendamentos'::text;text;;;true;automation_templates;BASE TABLE;23;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;automation_v2_dispatches;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;automation_v2_dispatches;BASE TABLE;2;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;automation_v2_dispatches;BASE TABLE;3;public;uuid;pg_catalog
;appointment_group_id;;uuid;;;false;automation_v2_dispatches;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;workflow_key;;text;;;true;automation_v2_dispatches;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;flow_type;'single'::text;text;;;true;automation_v2_dispatches;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;phone;;text;;;true;automation_v2_dispatches;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;customer_name;;text;;;false;automation_v2_dispatches;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;message_id;;text;;;false;automation_v2_dispatches;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;channel;'whatsapp'::text;text;;;true;automation_v2_dispatches;BASE TABLE;10;public;text;pg_catalog
pg_catalog.default;status;'sent'::text;text;;;true;automation_v2_dispatches;BASE TABLE;11;public;text;pg_catalog
;sent_at;now();timestamp with time zone;;;false;automation_v2_dispatches;BASE TABLE;12;public;timestamptz;pg_catalog
;payload;;jsonb;;;false;automation_v2_dispatches;BASE TABLE;13;public;jsonb;pg_catalog
;provider_response;;jsonb;;;false;automation_v2_dispatches;BASE TABLE;14;public;jsonb;pg_catalog
;callback_received;false;boolean;;;false;automation_v2_dispatches;BASE TABLE;15;public;bool;pg_catalog
